playerId,matchId,playerankScore,name,minutesPlayed_mean,goalScored_mean
3359,0,0.0057,L. Messi,90.0,0.0
3359,1,0.008150000000000001,L. Messi,90.0,0.0
3359,2,0.015266666666666666,L. Messi,90.0,0.3333333333333333
3359,3,0.025325,L. Messi,90.0,0.25
3359,4,0.02296,L. Messi,90.0,0.2
3359,5,0.025483333333333334,L. Messi,90.0,0.5
3359,6,0.02885714285714286,L. Messi,90.0,0.8571428571428571
3359,7,0.032575,L. Messi,90.0,0.75
3359,8,0.03991111111111111,L. Messi,90.0,1.1111111111111112
3359,9,0.03595,L. Messi,90.0,1.0
3359,10,0.04121818181818182,L. Messi,90.0,1.0909090909090908
3359,11,0.03625833333333334,L. Messi,90.0,1.0
3359,12,0.03817692307692308,L. Messi,90.0,0.9230769230769231
3359,13,0.038528571428571426,L. Messi,90.0,0.9285714285714286
3359,14,0.038200000000000005,L. Messi,90.0,0.8666666666666667
3359,15,0.040143750000000006,L. Messi,90.0,0.8125
3359,16,0.0412,L. Messi,90.0,0.7647058823529411
3359,17,0.040788888888888895,L. Messi,90.0,0.7777777777777778
3359,18,0.040484210526315796,L. Messi,90.0,0.7894736842105263
3359,19,0.043355000000000005,L. Messi,90.0,0.75
3359,20,0.04624285714285715,L. Messi,90.0,0.7619047619047619
3359,21,0.046950000000000006,L. Messi,90.0,0.7727272727272727
3359,22,0.04738695652173913,L. Messi,90.0,0.782608695652174
3359,23,0.04924583333333334,L. Messi,90.0,0.8333333333333334
3359,24,0.04888,L. Messi,90.0,0.84
3359,25,0.046311538461538466,L. Messi,87.73076923076923,0.8076923076923077
3359,26,0.0445962962962963,L. Messi,87.81481481481481,0.7777777777777778
3359,27,0.044878571428571434,L. Messi,87.89285714285714,0.75
3359,28,0.047165517241379316,L. Messi,87.96551724137932,0.7931034482758621
3359,29,0.046526666666666674,L. Messi,88.03333333333333,0.8
3359,30,0.04541612903225807,L. Messi,88.09677419354838,0.8064516129032258
3359,31,0.046059375,L. Messi,88.15625,0.8125
3359,32,0.04510303030303031,L. Messi,86.45454545454545,0.8181818181818182
3359,33,0.046097058823529415,L. Messi,86.55882352941177,0.8823529411764706
3359,34,0.04591714285714286,L. Messi,86.65714285714286,0.8571428571428571
3359,35,0.04471944444444445,L. Messi,85.08333333333333,0.8333333333333334
3359,36,0.04398108108108108,L. Messi,85.21621621621621,0.8378378378378378
3359,37,0.044789473684210525,L. Messi,85.34210526315789,0.8947368421052632
3359,38,0.04417692307692308,L. Messi,85.46153846153847,0.8974358974358975
3359,39,0.043685,L. Messi,83.9,0.875
3322,0,0.004,C. Ronaldo,90.0,0.0
3322,1,0.01295,C. Ronaldo,90.0,0.0
3322,2,0.027700000000000002,C. Ronaldo,90.0,0.6666666666666666
3322,3,0.024625,C. Ronaldo,97.5,0.5
3322,4,0.02172,C. Ronaldo,102.0,0.4
3322,5,0.01805,C. Ronaldo,100.0,0.5
3322,6,0.021028571428571428,C. Ronaldo,98.57142857142857,0.8571428571428571
3322,7,0.02055,C. Ronaldo,97.5,0.875
3322,8,0.019966666666666667,C. Ronaldo,96.66666666666667,0.7777777777777778
3322,9,0.017650000000000002,C. Ronaldo,96.0,0.7
3322,10,0.018163636363636364,C. Ronaldo,95.45454545454545,0.6363636363636364
3322,11,0.017441666666666668,C. Ronaldo,95.0,0.5833333333333334
3322,12,0.019738461538461538,C. Ronaldo,94.61538461538461,0.5384615384615384
3322,13,0.0206,C. Ronaldo,94.28571428571429,0.5714285714285714
3322,14,0.02078666666666667,C. Ronaldo,94.0,0.5333333333333333
3322,15,0.02198125,C. Ronaldo,93.75,0.5
3322,16,0.023805882352941177,C. Ronaldo,93.52941176470588,0.47058823529411764
3322,17,0.023688888888888888,C. Ronaldo,93.33333333333333,0.4444444444444444
3322,18,0.024442105263157897,C. Ronaldo,93.15789473684211,0.47368421052631576
3322,19,0.02474,C. Ronaldo,93.0,0.45
3322,20,0.024614285714285717,C. Ronaldo,92.19047619047619,0.5238095238095238
3322,21,0.024613636363636362,C. Ronaldo,92.0909090909091,0.5
3322,22,0.02519130434782609,C. Ronaldo,92.0,0.4782608695652174
3322,23,0.0263375,C. Ronaldo,91.91666666666667,0.4583333333333333
3322,24,0.029188000000000002,C. Ronaldo,91.84,0.52
3322,25,0.029134615384615387,C. Ronaldo,91.76923076923077,0.5769230769230769
3322,26,0.028322222222222224,C. Ronaldo,91.4074074074074,0.5555555555555556
3322,27,0.030457142857142856,C. Ronaldo,91.35714285714286,0.6428571428571429
3322,28,0.031213793103448274,C. Ronaldo,91.27586206896552,0.6551724137931034
3322,29,0.0322,C. Ronaldo,91.23333333333333,0.7
3322,30,0.033466666666666665,C. Ronaldo,90.80645161290323,0.7419354838709677
3322,31,0.03430999999999999,C. Ronaldo,90.78125,0.78125
3322,32,0.03709333333333333,C. Ronaldo,90.75757575757575,0.8787878787878788
3322,33,0.03787666666666667,C. Ronaldo,89.97058823529412,0.8823529411764706
3322,34,0.03871666666666666,C. Ronaldo,89.97142857142858,0.8857142857142857
3322,35,0.03997666666666667,C. Ronaldo,88.75,0.8888888888888888
3322,36,0.039470000000000005,C. Ronaldo,88.02702702702703,0.8918918918918919
120353,0,-0.0009000000000000001,M. Salah,90.0,1.0
120353,1,0.00755,M. Salah,90.0,1.0
120353,2,0.010533333333333334,M. Salah,88.66666666666667,1.0
120353,3,0.016100000000000003,M. Salah,73.75,0.75
120353,4,0.036460000000000006,M. Salah,77.0,0.8
120353,5,0.033633333333333335,M. Salah,71.83333333333333,0.6666666666666666
120353,6,0.03498571428571429,M. Salah,74.42857142857143,0.7142857142857143
120353,7,0.0321375,M. Salah,76.375,0.75
120353,8,0.02846666666666667,M. Salah,77.22222222222223,0.6666666666666666
120353,9,0.025990000000000003,M. Salah,77.3,0.6
120353,10,0.025454545454545455,M. Salah,78.45454545454545,0.6363636363636364
120353,11,0.024533333333333334,M. Salah,78.66666666666667,0.5833333333333334
120353,12,0.02453846153846154,M. Salah,79.53846153846153,0.6923076923076923
120353,13,0.024907142857142857,M. Salah,79.57142857142857,0.7857142857142857
120353,14,0.02458,M. Salah,80.26666666666667,0.8
120353,15,0.02471875,M. Salah,76.6875,0.875
120353,16,0.026970588235294118,M. Salah,76.88235294117646,0.8235294117647058
120353,17,0.025733333333333334,M. Salah,76.33333333333333,0.8333333333333334
120353,18,0.024247368421052632,M. Salah,77.05263157894737,0.7894736842105263
120353,19,0.02418,M. Salah,76.75,0.8
120353,20,0.025528571428571428,M. Salah,77.38095238095238,0.8095238095238095
120353,21,0.02759090909090909,M. Salah,77.0,0.7727272727272727
120353,22,0.02746521739130435,M. Salah,77.26086956521739,0.8260869565217391
120353,23,0.030195833333333335,M. Salah,77.70833333333333,0.8333333333333334
120353,24,0.029272,M. Salah,78.2,0.8
120353,25,0.02771923076923077,M. Salah,78.38461538461539,0.8076923076923077
120353,26,0.027437037037037038,M. Salah,78.81481481481481,0.8518518518518519
120353,27,0.029039285714285715,M. Salah,79.17857142857143,0.8571428571428571
120353,28,0.029217241379310345,M. Salah,79.44827586206897,0.8620689655172413
120353,29,0.02874,M. Salah,79.8,0.8666666666666667
120353,30,0.02724193548387097,M. Salah,80.12903225806451,0.8387096774193549
120353,31,0.02938125,M. Salah,80.4375,0.9375
120353,32,0.02982727272727273,M. Salah,80.72727272727273,0.9393939393939394
120353,33,0.030138235294117646,M. Salah,81.0,0.9411764705882353
120353,34,0.029188571428571432,M. Salah,81.08571428571429,0.9428571428571428
120353,35,0.027894444444444444,M. Salah,81.33333333333333,0.9166666666666666
120353,36,0.027210810810810816,M. Salah,81.56756756756756,0.8918918918918919
120353,37,0.029107894736842107,M. Salah,81.63157894736842,0.8947368421052632
